29097	1	48		1	30	3/21/2014 13:08
29098	1	20		1	30	3/21/2014 13:08
29099	1	4		1	30	3/21/2014 13:08
29100	1	19		1	30	3/21/2014 13:09
29101	1	6		1	30	3/21/2014 13:09
29102	1	57		1	30	3/21/2014 13:09
29103	1	21		1	30	3/21/2014 13:09
29104	1	60		1	30	3/21/2014 13:09
29105	1	61		1	30	3/21/2014 13:10
29106	1	71		1	30	3/21/2014 13:11
29107	1	35		1	30	3/21/2014 13:11
29108	1	7		1	30	3/21/2014 13:11
29109	1	53		1	30	3/21/2014 13:11
29110	1	58		1	30	3/21/2014 13:12
29111	1	65		1	30	3/21/2014 13:12
29112	1	49		1	30	3/21/2014 13:12
29113	1	59		1	30	3/21/2014 13:12
29114	1	45		1	30	3/21/2014 13:15
29115	1	10		1	30	3/21/2014 13:16
29116	1	35		1	30	3/21/2014 13:16
29117	1	43		1	30	3/21/2014 13:17
29118	1	70		1	30	3/21/2014 13:19
29119	1	17		1	30	3/21/2014 13:19
29120	1	64		1	30	3/21/2014 13:19
29121	1	73		1	30	3/21/2014 13:20
29122	1	24		1	30	3/21/2014 13:20
29123	1	23		1	30	3/21/2014 13:20
29124	1	37		1	30	3/21/2014 13:20
29125	1	72		1	30	3/21/2014 13:20
29126	1	5		1	30	3/21/2014 13:21
29127	1	62		1	30	3/21/2014 13:23
29128	1	3		1	30	3/21/2014 13:25
29129	1	35		1	30	3/21/2014 13:26
29130	1	54		1	30	3/21/2014 13:27
29131	1	12		1	30	3/21/2014 13:28
29132	1	33		1	30	3/21/2014 13:28
29133	1	2		1	30	3/21/2014 13:29
29134	1	67		1	30	3/21/2014 13:32
29135	1	63		1	30	3/21/2014 13:32
29136	1	52		1	30	3/21/2014 13:34
29137	1	67		1	30	3/21/2014 14:09
29138	1	17		1	30	3/21/2014 16:32
29139	1	20		1	30	3/21/2014 16:42
29140	1	71		1	30	3/21/2014 17:05
29141	1	69		1	30	3/21/2014 17:06
29142	1	59		1	30	3/21/2014 17:11
29143	1	41		1	30	3/21/2014 17:16
29144	1	52		1	30	3/21/2014 17:32
29145	1	18		1	30	3/21/2014 17:32
29146	1	37		1	30	3/21/2014 17:33
29147	1	65		1	30	3/21/2014 17:33
29148	1	60		1	30	3/21/2014 17:33
29149	1	14		1	30	3/21/2014 17:33
29150	1	7		1	30	3/21/2014 17:34
29151	1	61		1	30	3/21/2014 17:34
29152	1	23		1	30	3/21/2014 17:34
29153	1	35		1	30	3/21/2014 17:34
29154	1	3		1	30	3/21/2014 17:34
29155	1	57		1	30	3/21/2014 17:34
29156	1	5		1	30	3/21/2014 17:34
29157	1	2		1	30	3/21/2014 17:34
29158	1	4		1	30	3/21/2014 17:35
29159	1	12		1	30	3/21/2014 17:35
29160	1	10		1	30	3/21/2014 17:35
29161	1	58		1	30	3/21/2014 17:35
29162	1	73		1	30	3/21/2014 17:35
29163	1	54		1	30	3/21/2014 17:35
29164	1	70		1	30	3/21/2014 17:35
29165	1	24		1	30	3/21/2014 17:37
29166	1	43		1	30	3/21/2014 17:37
29167	1	48		1	30	3/21/2014 17:37
29168	1	45		1	30	3/21/2014 17:37
29169	1	63		1	30	3/21/2014 17:37
29170	1	19		1	30	3/21/2014 17:37
29171	1	9		1	30	3/21/2014 17:37
29172	1	38		1	30	3/21/2014 17:37
29173	1	21		1	30	3/21/2014 17:43
29174	1	72		1	30	3/21/2014 17:44
29175	1	64		1	30	3/21/2014 17:45
29176	1	53		1	30	3/21/2014 17:48
29177	1	49		1	30	3/21/2014 17:51
29178	1	55		1	30	3/21/2014 17:51
29179	1	30		1	30	3/21/2014 17:53
29180	1	33		1	30	3/21/2014 18:22
29181	1	67		1	30	3/21/2014 18:27
29182	1	6		1	30	3/21/2014 18:30
29183	1	62		1	30	3/21/2014 18:45
29184	1	37		1	30	3/21/2014 19:00
29185	1	10		1	30	3/22/2014 7:20
29186	1	19		1	30	3/22/2014 7:30
29187	1	45		1	30	3/22/2014 7:34
