No	TMNo	EnNo	Name	GMNo	Mode	DateTime
30651	1	43		1	30	2014-04-01 17:33:02
30652	1	49		1	30	2014-04-01 17:34:54
30653	1	20		1	30	2014-04-01 17:35:00
30654	1	5		1	30	2014-04-01 17:35:02
30655	1	30		1	30	2014-04-01 17:35:05
30656	1	67		1	30	2014-04-01 17:35:06
30657	1	10		1	30	2014-04-01 17:35:09
30658	1	12		1	30	2014-04-01 17:35:12
30659	1	35		1	30	2014-04-01 17:35:13
30660	1	8		1	30	2014-04-01 17:35:16
30661	1	45		1	30	2014-04-01 17:35:20
30662	1	9		1	30	2014-04-01 17:35:22
30663	1	18		1	30	2014-04-01 17:35:25
30664	1	73		1	30	2014-04-01 17:35:29
30665	1	23		1	30	2014-04-01 17:35:43
30666	1	21		1	30	2014-04-01 17:35:57
30667	1	55		1	30	2014-04-01 17:36:00
30668	1	19		1	30	2014-04-01 17:36:26
30669	1	6		1	30	2014-04-01 17:37:36
30670	1	7		1	30	2014-04-01 17:40:41
30671	1	5		1	30	2014-04-01 17:40:48
30672	1	52		1	30	2014-04-01 17:41:08
30673	1	54		1	30	2014-04-01 17:43:37
30674	1	55		1	30	2014-04-01 17:43:56
30675	1	57		1	30	2014-04-01 17:45:32
30676	1	38		1	30	2014-04-01 17:45:38
30677	1	8		1	30	2014-04-01 17:49:03
30678	1	59		1	30	2014-04-01 17:50:39
30679	1	33		1	30	2014-04-01 18:04:06
30680	1	4		1	30	2014-04-01 18:17:47
30681	1	60		1	30	2014-04-02 07:31:39
30682	1	20		1	30	2014-04-02 07:42:00
30683	1	61		1	30	2014-04-02 07:42:02
30684	1	10		1	30	2014-04-02 07:42:04
30685	1	14		1	30	2014-04-02 07:42:07
30686	1	59		1	30	2014-04-02 07:42:10
30687	1	53		1	30	2014-04-02 07:42:13
30688	1	45		1	30	2014-04-02 07:42:27
30689	1	3		1	30	2014-04-02 07:43:03
30690	1	9		1	30	2014-04-02 07:43:07
30691	1	2		1	30	2014-04-02 07:43:11
30692	1	35		1	30	2014-04-02 07:43:14
30693	1	58		1	30	2014-04-02 07:44:07
30694	1	43		1	30	2014-04-02 07:44:10
30695	1	54		1	30	2014-04-02 07:45:03
30696	1	18		1	30	2014-04-02 07:46:22
30697	1	70		1	30	2014-04-02 07:46:24
30698	1	5		1	30	2014-04-02 07:46:26
30699	1	37		1	30	2014-04-02 07:47:39
30700	1	8		1	30	2014-04-02 07:48:42
30701	1	64		1	30	2014-04-02 07:48:46
30702	1	55		1	30	2014-04-02 07:48:50
30703	1	24		1	30	2014-04-02 07:49:49
30704	1	23		1	30	2014-04-02 07:49:58
30705	1	30		1	30	2014-04-02 07:50:01
30706	1	65		1	30	2014-04-02 07:50:04
30707	1	38		1	30	2014-04-02 07:50:06
30708	1	7		1	30	2014-04-02 07:50:55
30709	1	52		1	30	2014-04-02 07:55:08
30710	1	21		1	30	2014-04-02 07:55:11
30711	1	49		1	30	2014-04-02 07:55:16
30712	1	63		1	30	2014-04-02 07:56:15
30713	1	57		1	30	2014-04-02 07:57:09
30714	1	19		1	30	2014-04-02 07:58:26
30715	1	6		1	30	2014-04-02 07:58:29
30716	1	48		1	30	2014-04-02 07:58:33
30717	1	72		1	30	2014-04-02 07:58:41
30718	1	4		1	30	2014-04-02 07:59:25
30719	1	12		1	30	2014-04-02 07:59:27
30720	1	33		1	30	2014-04-02 08:10:05
30721	1	67		1	30	2014-04-02 08:18:05
30722	1	69		1	30	2014-04-02 08:20:02
30723	1	41		1	30	2014-04-02 08:20:07
30724	1	73		1	30	2014-04-02 08:27:38
30725	1	17		1	30	2014-04-02 08:28:37
30726	1	20		1	30	2014-04-02 08:48:12
30727	1	71		1	30	2014-04-02 08:54:23
30728	1	68		1	30	2014-04-02 09:27:12
30729	1	38		1	30	2014-04-02 12:01:14
30730	1	18		1	30	2014-04-02 12:01:28
30731	1	57		1	30	2014-04-02 12:01:39
30732	1	5		1	30	2014-04-02 12:01:43
30733	1	23		1	30	2014-04-02 12:01:47
30734	1	61		1	30	2014-04-02 12:01:52
30735	1	3		1	30	2014-04-02 12:01:53
30736	1	67		1	30	2014-04-02 12:01:56
30737	1	9		1	30	2014-04-02 12:02:04
30738	1	71		1	30	2014-04-02 12:02:11
30739	1	10		1	30	2014-04-02 12:02:13
30740	1	54		1	30	2014-04-02 12:02:22
30741	1	35		1	30	2014-04-02 12:02:40
30742	1	69		1	30	2014-04-02 12:02:48
30743	1	43		1	30	2014-04-02 12:02:50
30744	1	72		1	30	2014-04-02 12:02:57
30745	1	63		1	30	2014-04-02 12:03:06
30746	1	45		1	30	2014-04-02 12:03:15
30747	1	19		1	30	2014-04-02 12:03:33
30748	1	58		1	30	2014-04-02 12:04:01
30749	1	12		1	30	2014-04-02 12:04:06
30750	1	21		1	30	2014-04-02 12:04:10
30751	1	7		1	30	2014-04-02 12:04:14
30752	1	68		1	30	2014-04-02 12:04:37
30753	1	70		1	30	2014-04-02 12:04:41
30754	1	37		1	30	2014-04-02 12:04:44
30755	1	30		1	30	2014-04-02 12:04:59
30756	1	49		1	30	2014-04-02 12:05:22
30757	1	60		1	30	2014-04-02 12:05:25
30758	1	41		1	30	2014-04-02 12:05:28
30759	1	64		1	30	2014-04-02 12:05:39
30760	1	55		1	30	2014-04-02 12:05:41
30761	1	53		1	30	2014-04-02 12:06:23
30762	1	33		1	30	2014-04-02 12:07:00
30763	1	24		1	30	2014-04-02 12:07:35
30764	1	8		1	30	2014-04-02 12:07:38
30765	1	14		1	30	2014-04-02 12:10:11
30766	1	48		1	30	2014-04-02 12:11:31
30767	1	73		1	30	2014-04-02 12:16:31
30768	1	52		1	30	2014-04-02 12:19:35
30769	1	4		1	30	2014-04-02 12:21:44
30770	1	65		1	30	2014-04-02 12:32:03
30771	1	57		1	30	2014-04-02 13:01:30
30772	1	21		1	30	2014-04-02 13:01:42
30773	1	5		1	30	2014-04-02 13:01:50
30774	1	61		1	30	2014-04-02 13:02:00
30775	1	49		1	30	2014-04-02 13:02:36
30776	1	33		1	30	2014-04-02 13:02:44
30777	1	20		1	30	2014-04-02 13:02:47
30778	1	69		1	30	2014-04-02 13:03:25
30779	1	67		1	30	2014-04-02 13:03:34
30780	1	18		1	30	2014-04-02 13:05:34
30781	1	17		1	30	2014-04-02 13:06:00
30782	1	7		1	30	2014-04-02 13:06:58
30783	1	45		1	30	2014-04-02 13:07:45
30784	1	19		1	30	2014-04-02 13:08:53
30785	1	59		1	30	2014-04-02 13:08:59
30786	1	48		1	30	2014-04-02 13:09:09
30787	1	30		1	30	2014-04-02 13:09:17
30788	1	35		1	30	2014-04-02 13:09:21
30789	1	9		1	30	2014-04-02 13:09:59
30790	1	37		1	30	2014-04-02 13:10:59
30791	1	58		1	30	2014-04-02 13:11:54
30792	1	53		1	30	2014-04-02 13:12:55
30793	1	38		1	30	2014-04-02 13:13:09
30794	1	6		1	30	2014-04-02 13:13:40
30795	1	4		1	30	2014-04-02 13:14:57
30796	1	8		1	30	2014-04-02 13:15:20
30797	1	73		1	30	2014-04-02 13:16:18
30798	1	41		1	30	2014-04-02 13:16:46
30799	1	71		1	30	2014-04-02 13:16:54
30800	1	14		1	30	2014-04-02 13:18:16
30801	1	23		1	30	2014-04-02 13:18:21
30802	1	54		1	30	2014-04-02 13:21:23
30803	1	43		1	30	2014-04-02 13:21:33
30804	1	6		1	30	2014-04-02 13:23:08
30805	1	64		1	30	2014-04-02 13:24:23
30806	1	24		1	30	2014-04-02 13:24:37
30807	1	65		1	30	2014-04-02 13:24:40
30808	1	10		1	30	2014-04-02 13:25:12
30809	1	72		1	30	2014-04-02 13:25:23
30810	1	52		1	30	2014-04-02 13:27:14
30811	1	55		1	30	2014-04-02 13:28:28
30812	1	63		1	30	2014-04-02 13:28:43
30813	1	12		1	30	2014-04-02 13:29:36
30814	1	70		1	30	2014-04-02 13:49:18
30815	1	68		1	30	2014-04-02 13:49:20
30816	1	59		1	30	2014-04-02 14:00:23
30817	1	60		1	30	2014-04-02 14:06:45
30818	1	3		1	30	2014-04-02 14:58:52
30819	1	59		1	30	2014-04-02 15:52:04
30820	1	17		1	30	2014-04-02 16:35:56
30821	1	48		1	30	2014-04-02 17:01:03
30822	1	71		1	30	2014-04-02 17:04:15
30823	1	69		1	30	2014-04-02 17:08:05
30824	1	41		1	30	2014-04-02 17:24:54
30825	1	12		1	30	2014-04-02 17:32:34
30826	1	19		1	30	2014-04-02 17:32:40
30827	1	73		1	30	2014-04-02 17:33:10
30828	1	33		1	30	2014-04-02 17:33:15
30829	1	6		1	30	2014-04-02 17:33:21
30830	1	23		1	30	2014-04-02 17:33:37
30831	1	5		1	30	2014-04-02 17:33:40
30832	1	37		1	30	2014-04-02 17:33:45
30833	1	52		1	30	2014-04-02 17:33:49
30834	1	21		1	30	2014-04-02 17:34:17
30835	1	49		1	30	2014-04-02 17:34:33
30836	1	14		1	30	2014-04-02 17:34:57
30837	1	63		1	30	2014-04-02 17:35:01
30838	1	9		1	30	2014-04-02 17:35:57
30839	1	2		1	30	2014-04-02 17:36:09
30840	1	72		1	30	2014-04-02 17:36:16
30841	1	60		1	30	2014-04-02 17:36:20
30842	1	64		1	30	2014-04-02 17:36:24
30843	1	55		1	30	2014-04-02 17:36:28
30844	1	65		1	30	2014-04-02 17:36:30
30845	1	43		1	30	2014-04-02 17:36:33
30846	1	53		1	30	2014-04-02 17:36:48
30847	1	24		1	30	2014-04-02 17:37:03
30848	1	70		1	30	2014-04-02 17:38:52
30849	1	68		1	30	2014-04-02 17:38:53
30850	1	61		1	30	2014-04-02 17:38:56
30851	1	38		1	30	2014-04-02 17:39:00
30852	1	18		1	30	2014-04-02 17:39:03
30853	1	20		1	30	2014-04-02 17:39:06
30854	1	10		1	30	2014-04-02 17:39:08
30855	1	35		1	30	2014-04-02 17:39:10
30856	1	8		1	30	2014-04-02 17:39:15
30857	1	30		1	30	2014-04-02 17:39:18
30858	1	45		1	30	2014-04-02 17:39:21
30859	1	3		1	30	2014-04-02 17:39:36
30860	1	67		1	30	2014-04-02 17:40:07
30861	1	58		1	30	2014-04-02 17:40:39
30862	1	54		1	30	2014-04-02 17:46:45
30863	1	59		1	30	2014-04-02 17:48:38
30864	1	55		1	30	2014-04-02 17:49:52
30865	1	8		1	30	2014-04-02 17:51:39
30866	1	57		1	30	2014-04-02 17:55:06
30867	1	30		1	30	2014-04-02 18:24:20
30868	1	4		1	30	2014-04-02 18:25:50
30869	1	23		1	30	2014-04-02 20:53:13
30870	1	61		1	30	2014-04-03 07:37:05
30871	1	14		1	30	2014-04-03 07:37:08
30872	1	10		1	30	2014-04-03 07:37:11
30873	1	3		1	30	2014-04-03 07:37:15
30874	1	35		1	30	2014-04-03 07:37:19
30875	1	30		1	30	2014-04-03 07:38:22
30876	1	38		1	30	2014-04-03 07:38:24
30877	1	21		1	30	2014-04-03 07:38:25
30878	1	60		1	30	2014-04-03 07:38:27
30879	1	9		1	30	2014-04-03 07:38:29
30880	1	7		1	30	2014-04-03 07:38:31
30881	1	54		1	30	2014-04-03 07:38:34
30882	1	5		1	30	2014-04-03 07:39:34
30883	1	70		1	30	2014-04-03 07:39:38
30884	1	65		1	30	2014-04-03 07:39:41
30885	1	33		1	30	2014-04-03 07:39:43
30886	1	53		1	30	2014-04-03 07:39:45
30887	1	59		1	30	2014-04-03 07:40:36
30888	1	19		1	30	2014-04-03 07:41:32
30889	1	43		1	30	2014-04-03 07:42:31
30890	1	24		1	30	2014-04-03 07:42:33
30891	1	23		1	30	2014-04-03 07:43:37
30892	1	20		1	30	2014-04-03 07:44:38
30893	1	52		1	30	2014-04-03 07:44:43
30894	1	49		1	30	2014-04-03 07:44:59
30895	1	73		1	30	2014-04-03 07:47:17
30896	1	18		1	30	2014-04-03 07:49:48
30897	1	4		1	30	2014-04-03 07:49:51
30898	1	55		1	30	2014-04-03 07:50:00
30899	1	64		1	30	2014-04-03 07:50:18
30900	1	63		1	30	2014-04-03 07:51:03
30901	1	6		1	30	2014-04-03 07:52:47
30902	1	37		1	30	2014-04-03 07:53:44
30903	1	57		1	30	2014-04-03 07:54:46
30904	1	45		1	30	2014-04-03 07:55:00
30905	1	58		1	30	2014-04-03 07:55:40
30906	1	8		1	30	2014-04-03 07:55:41
30907	1	72		1	30	2014-04-03 07:55:43
30908	1	48		1	30	2014-04-03 07:56:37
30909	1	12		1	30	2014-04-03 07:58:02
30910	1	2		1	30	2014-04-03 07:59:57
30911	1	67		1	30	2014-04-03 08:16:03
30912	1	41		1	30	2014-04-03 08:19:26
30913	1	69		1	30	2014-04-03 08:25:59
30914	1	20		1	30	2014-04-03 08:42:27
30915	1	17		1	30	2014-04-03 08:44:25
30916	1	68		1	30	2014-04-03 09:30:45
30917	1	71		1	30	2014-04-03 11:24:19
30918	1	49		1	30	2014-04-03 12:00:52
30919	1	61		1	30	2014-04-03 12:01:18
30920	1	35		1	30	2014-04-03 12:01:31
30921	1	3		1	30	2014-04-03 12:01:39
30922	1	23		1	30	2014-04-03 12:01:43
30923	1	8		1	30	2014-04-03 12:01:45
30924	1	30		1	30	2014-04-03 12:01:55
30925	1	7		1	30	2014-04-03 12:02:04
30926	1	10		1	30	2014-04-03 12:02:05
30927	1	17		1	30	2014-04-03 12:02:09
30928	1	43		1	30	2014-04-03 12:02:11
30929	1	59		1	30	2014-04-03 12:02:14
30930	1	4		1	30	2014-04-03 12:02:17
30931	1	54		1	30	2014-04-03 12:02:21
30932	1	71		1	30	2014-04-03 12:02:25
30933	1	12		1	30	2014-04-03 12:02:58
30934	1	6		1	30	2014-04-03 12:03:25
30935	1	14		1	30	2014-04-03 12:03:33
30936	1	33		1	30	2014-04-03 12:03:38
30937	1	21		1	30	2014-04-03 12:03:54
30938	1	18		1	30	2014-04-03 12:04:16
30939	1	63		1	30	2014-04-03 12:04:23
30940	1	68		1	30	2014-04-03 12:04:35
30941	1	38		1	30	2014-04-03 12:04:41
30942	1	55		1	30	2014-04-03 12:04:43
30943	1	73		1	30	2014-04-03 12:04:56
30944	1	53		1	30	2014-04-03 12:05:40
30945	1	57		1	30	2014-04-03 12:05:43
30946	1	67		1	30	2014-04-03 12:05:52
30947	1	52		1	30	2014-04-03 12:05:55
30948	1	9		1	30	2014-04-03 12:06:04
30949	1	69		1	30	2014-04-03 12:06:07
30950	1	2		1	30	2014-04-03 12:07:35
30951	1	24		1	30	2014-04-03 12:08:20
30952	1	19		1	30	2014-04-03 12:08:49
30953	1	58		1	30	2014-04-03 12:09:29
30954	1	48		1	30	2014-04-03 12:09:49
30955	1	5		1	30	2014-04-03 12:10:11
30956	1	37		1	30	2014-04-03 12:10:24
30957	1	65		1	30	2014-04-03 12:10:28
30958	1	41		1	30	2014-04-03 12:10:39
30959	1	64		1	30	2014-04-03 12:15:10
30960	1	60		1	30	2014-04-03 12:21:20
30961	1	70		1	30	2014-04-03 12:26:01
30962	1	45		1	30	2014-04-03 12:27:37
30963	1	68		1	30	2014-04-03 12:33:54
30964	1	33		1	30	2014-04-03 13:03:12
30965	1	59		1	30	2014-04-03 13:03:30
30966	1	67		1	30	2014-04-03 13:03:34
30967	1	14		1	30	2014-04-03 13:03:57
30968	1	17		1	30	2014-04-03 13:04:21
30969	1	9		1	30	2014-04-03 13:05:49
30970	1	6		1	30	2014-04-03 13:06:19
30971	1	38		1	30	2014-04-03 13:06:27
30972	1	69		1	30	2014-04-03 13:07:03
30973	1	53		1	30	2014-04-03 13:07:21
30974	1	35		1	30	2014-04-03 13:08:20
30975	1	73		1	30	2014-04-03 13:08:33
30976	1	58		1	30	2014-04-03 13:09:20
30977	1	61		1	30	2014-04-03 13:09:40
30978	1	71		1	30	2014-04-03 13:10:00
30979	1	65		1	30	2014-04-03 13:10:05
30980	1	64		1	30	2014-04-03 13:10:12
30981	1	7		1	30	2014-04-03 13:10:27
30982	1	41		1	30	2014-04-03 13:10:31
30983	1	45		1	30	2014-04-03 13:10:36
30984	1	4		1	30	2014-04-03 13:10:45
30985	1	8		1	30	2014-04-03 13:11:34
30986	1	19		1	30	2014-04-03 13:12:49
30987	1	20		1	30	2014-04-03 13:12:55
30988	1	12		1	30	2014-04-03 13:13:13
30989	1	5		1	30	2014-04-03 13:13:26
30990	1	30		1	30	2014-04-03 13:13:44
30991	1	57		1	30	2014-04-03 13:17:38
30992	1	48		1	30	2014-04-03 13:17:40
30993	1	37		1	30	2014-04-03 13:18:07
30994	1	55		1	30	2014-04-03 13:19:05
30995	1	54		1	30	2014-04-03 13:19:09
30996	1	24		1	30	2014-04-03 13:19:57
30997	1	72		1	30	2014-04-03 13:20:00
30998	1	49		1	30	2014-04-03 13:20:16
30999	1	35		1	30	2014-04-03 13:21:14
31000	1	18		1	30	2014-04-03 13:21:37
31001	1	21		1	30	2014-04-03 13:23:01
31002	1	49		1	30	2014-04-03 13:23:18
31003	1	70		1	30	2014-04-03 13:23:21
31004	1	10		1	30	2014-04-03 13:23:23
31005	1	43		1	30	2014-04-03 13:23:40
31006	1	61		1	30	2014-04-03 13:23:44
31007	1	60		1	30	2014-04-03 13:25:00
31008	1	52		1	30	2014-04-03 13:25:04
31009	1	30		1	30	2014-04-03 13:26:16
31010	1	63		1	30	2014-04-03 13:26:48
31011	1	68		1	30	2014-04-03 13:26:50
31012	1	3		1	30	2014-04-03 13:29:50
31013	1	2		1	30	2014-04-03 13:31:29
31014	1	17		1	30	2014-04-03 15:37:15
31015	1	48		1	30	2014-04-03 17:04:23
31016	1	69		1	30	2014-04-03 17:05:42
31017	1	41		1	30	2014-04-03 17:26:13
31018	1	71		1	30	2014-04-03 17:34:13
31019	1	3		1	30	2014-04-03 17:34:17
31020	1	37		1	30	2014-04-03 17:34:25
31021	1	6		1	30	2014-04-03 17:34:37
31022	1	38		1	30	2014-04-03 17:34:43
31023	1	19		1	30	2014-04-03 17:34:46
31024	1	14		1	30	2014-04-03 17:34:50
31025	1	33		1	30	2014-04-03 17:34:54
31026	1	60		1	30	2014-04-03 17:35:03
31027	1	73		1	30	2014-04-03 17:35:07
31028	1	7		1	30	2014-04-03 17:35:10
31029	1	5		1	30	2014-04-03 17:35:26
31030	1	4		1	30	2014-04-03 17:36:02
31031	1	57		1	30	2014-04-03 17:36:08
31032	1	18		1	30	2014-04-03 17:36:11
31033	1	61		1	30	2014-04-03 17:36:17
31034	1	63		1	30	2014-04-03 17:36:25
31035	1	52		1	30	2014-04-03 17:37:16
31036	1	53		1	30	2014-04-03 17:37:18
31037	1	12		1	30	2014-04-03 17:37:29
31038	1	35		1	30	2014-04-03 17:37:32
31039	1	67		1	30	2014-04-03 17:37:43
31040	1	72		1	30	2014-04-03 17:38:05
31041	1	9		1	30	2014-04-03 17:38:17
31042	1	55		1	30	2014-04-03 17:41:18
31043	1	59		1	30	2014-04-03 17:41:20
31044	1	24		1	30	2014-04-03 17:41:23
31045	1	23		1	30	2014-04-03 17:41:31
31046	1	20		1	30	2014-04-03 17:41:37
31047	1	10		1	30	2014-04-03 17:41:39
31048	1	45		1	30	2014-04-03 17:41:42
31049	1	30		1	30	2014-04-03 17:41:45
31050	1	7		1	30	2014-04-03 17:42:29
31051	1	68		1	30	2014-04-03 17:43:31
31052	1	70		1	30	2014-04-03 17:43:35
31053	1	30		1	30	2014-04-03 17:45:09
31054	1	58		1	30	2014-04-03 17:46:01
31055	1	64		1	30	2014-04-03 17:47:50
31056	1	49		1	30	2014-04-03 17:47:53
31057	1	21		1	30	2014-04-03 17:47:55
31058	1	65		1	30	2014-04-03 17:47:59
31059	1	70		1	30	2014-04-03 17:48:02
31060	1	54		1	30	2014-04-03 17:48:34
31061	1	43		1	30	2014-04-03 17:48:37
31062	1	8		1	30	2014-04-03 18:04:52
31063	1	23		1	30	2014-04-03 21:17:59
31064	1	12		1	30	2014-04-03 21:51:28
31065	1	2		1	30	2014-04-04 06:55:36
31066	1	10		1	30	2014-04-04 07:11:38
31067	1	20		1	30	2014-04-04 07:27:40
31068	1	60		1	30	2014-04-04 07:27:42
31069	1	3		1	30	2014-04-04 07:31:18
31070	1	45		1	30	2014-04-04 07:31:21
31071	1	7		1	30	2014-04-04 07:33:40
31072	1	58		1	30	2014-04-04 07:36:30
31073	1	2		1	30	2014-04-04 07:36:39
31074	1	38		1	30	2014-04-04 07:36:47
31075	1	20		1	30	2014-04-04 07:37:05
31076	1	43		1	30	2014-04-04 07:37:29
31077	1	62		1	30	2014-04-04 07:37:31
31078	1	71		1	30	2014-04-04 07:37:34
31079	1	35		1	30	2014-04-04 07:37:43
31080	1	23		1	30	2014-04-04 07:38:37
31081	1	21		1	30	2014-04-04 07:38:39
31082	1	53		1	30	2014-04-04 07:38:46
31083	1	9		1	30	2014-04-04 07:39:49
31084	1	30		1	30	2014-04-04 07:39:51
31085	1	14		1	30	2014-04-04 07:39:56
31086	1	61		1	30	2014-04-04 07:41:41
31087	1	70		1	30	2014-04-04 07:41:43
31088	1	18		1	30	2014-04-04 07:41:46
31089	1	4		1	30	2014-04-04 07:41:48
31090	1	6		1	30	2014-04-04 07:41:52
31091	1	65		1	30	2014-04-04 07:42:49
31092	1	59		1	30	2014-04-04 07:42:52
31093	1	54		1	30	2014-04-04 07:42:56
31094	1	24		1	30	2014-04-04 07:45:45
31095	1	49		1	30	2014-04-04 07:45:56
31096	1	73		1	30	2014-04-04 07:48:13
31097	1	64		1	30	2014-04-04 07:49:18
31098	1	55		1	30	2014-04-04 07:49:22
31099	1	19		1	30	2014-04-04 07:50:15
31100	1	37		1	30	2014-04-04 07:50:18
31101	1	5		1	30	2014-04-04 07:50:46
31102	1	52		1	30	2014-04-04 07:51:21
31103	1	8		1	30	2014-04-04 07:51:26
31104	1	57		1	30	2014-04-04 07:51:28
31105	1	12		1	30	2014-04-04 07:55:37
31106	1	63		1	30	2014-04-04 07:55:42
31107	1	12		1	30	2014-04-04 08:00:03
31108	1	33		1	30	2014-04-04 08:01:36
31109	1	72		1	30	2014-04-04 08:02:02
31110	1	48		1	30	2014-04-04 08:07:54
31111	1	41		1	30	2014-04-04 08:19:34
31112	1	69		1	30	2014-04-04 08:21:09
31113	1	67		1	30	2014-04-04 08:23:46
31114	1	20		1	30	2014-04-04 08:42:54
31115	1	17		1	30	2014-04-04 08:43:31
31116	1	68		1	30	2014-04-04 09:11:45
31117	1	35		1	30	2014-04-04 12:01:11
31118	1	61		1	30	2014-04-04 12:01:22
31119	1	58		1	30	2014-04-04 12:01:26
31120	1	30		1	30	2014-04-04 12:01:35
31121	1	38		1	30	2014-04-04 12:01:45
31122	1	4		1	30	2014-04-04 12:01:59
31123	1	17		1	30	2014-04-04 12:02:15
31124	1	10		1	30	2014-04-04 12:02:18
31125	1	59		1	30	2014-04-04 12:02:31
31126	1	43		1	30	2014-04-04 12:02:34
31127	1	73		1	30	2014-04-04 12:02:56
31128	1	72		1	30	2014-04-04 12:03:00
31129	1	70		1	30	2014-04-04 12:03:20
31130	1	12		1	30	2014-04-04 12:03:22
31131	1	48		1	30	2014-04-04 12:03:32
31132	1	62		1	30	2014-04-04 12:03:36
31133	1	52		1	30	2014-04-04 12:03:53
31134	1	57		1	30	2014-04-04 12:04:14
31135	1	8		1	30	2014-04-04 12:04:16
31136	1	37		1	30	2014-04-04 12:04:27
31137	1	69		1	30	2014-04-04 12:04:46
31138	1	60		1	30	2014-04-04 12:06:14
31139	1	67		1	30	2014-04-04 12:06:20
31140	1	45		1	30	2014-04-04 12:06:36
31141	1	63		1	30	2014-04-04 12:07:09
31142	1	23		1	30	2014-04-04 12:08:04
31143	1	6		1	30	2014-04-04 12:08:17
31144	1	41		1	30	2014-04-04 12:11:41
31145	1	3		1	30	2014-04-04 12:13:47
31146	1	53		1	30	2014-04-04 12:15:59
31147	1	30		1	30	2014-04-04 12:16:17
31148	1	64		1	30	2014-04-04 12:19:53
31149	1	68		1	30	2014-04-04 12:19:55
31150	1	71		1	30	2014-04-04 12:19:58
31151	1	65		1	30	2014-04-04 12:20:29
31152	1	55		1	30	2014-04-04 12:21:02
31153	1	54		1	30	2014-04-04 12:21:05
31154	1	61		1	30	2014-04-04 12:21:47
31155	1	24		1	30	2014-04-04 12:22:29
31156	1	2		1	30	2014-04-04 12:22:35
31157	1	19		1	30	2014-04-04 12:22:40
31158	1	7		1	30	2014-04-04 12:22:44
31159	1	5		1	30	2014-04-04 12:22:48
31160	1	18		1	30	2014-04-04 12:22:51
31161	1	21		1	30	2014-04-04 12:22:52
31162	1	9		1	30	2014-04-04 12:22:54
31163	1	49		1	30	2014-04-04 12:22:57
31164	1	33		1	30	2014-04-04 12:23:15
31165	1	14		1	30	2014-04-04 12:24:13
31166	1	38		1	30	2014-04-04 12:27:01
31167	1	33		1	30	2014-04-04 12:59:52
31168	1	24		1	30	2014-04-04 13:02:40
31169	1	14		1	30	2014-04-04 13:02:58
31170	1	53		1	30	2014-04-04 13:04:56
31171	1	67		1	30	2014-04-04 13:07:04
31172	1	58		1	30	2014-04-04 13:08:53
31173	1	23		1	30	2014-04-04 13:09:01
31174	1	45		1	30	2014-04-04 13:09:20
31175	1	59		1	30	2014-04-04 13:09:37
31176	1	70		1	30	2014-04-04 13:09:44
31177	1	68		1	30	2014-04-04 13:09:46
31178	1	5		1	30	2014-04-04 13:09:54
31179	1	73		1	30	2014-04-04 13:09:58
31180	1	30		1	30	2014-04-04 13:10:10
31181	1	12		1	30	2014-04-04 13:10:55
31182	1	55		1	30	2014-04-04 13:10:58
31183	1	9		1	30	2014-04-04 13:11:04
31184	1	33		1	30	2014-04-04 13:11:10
31185	1	64		1	30	2014-04-04 13:11:15
31186	1	71		1	30	2014-04-04 13:11:19
31187	1	38		1	30	2014-04-04 13:11:27
31188	1	37		1	30	2014-04-04 13:12:19
31189	1	20		1	30	2014-04-04 13:15:10
31190	1	49		1	30	2014-04-04 13:17:11
31191	1	65		1	30	2014-04-04 13:18:27
31192	1	48		1	30	2014-04-04 13:20:03
31193	1	72		1	30	2014-04-04 13:20:06
31194	1	35		1	30	2014-04-04 13:20:19
31195	1	54		1	30	2014-04-04 13:20:44
31196	1	41		1	30	2014-04-04 13:21:13
31197	1	10		1	30	2014-04-04 13:21:27
31198	1	60		1	30	2014-04-04 13:22:26
31199	1	19		1	30	2014-04-04 13:23:10
31200	1	63		1	30	2014-04-04 13:23:30
31201	1	30		1	30	2014-04-04 13:23:34
31202	1	62		1	30	2014-04-04 13:24:19
31203	1	2		1	30	2014-04-04 13:25:51
31204	1	52		1	30	2014-04-04 13:26:07
31205	1	6		1	30	2014-04-04 13:26:16
31206	1	7		1	30	2014-04-04 13:27:07
31207	1	21		1	30	2014-04-04 13:27:30
31208	1	4		1	30	2014-04-04 13:27:31
31209	1	18		1	30	2014-04-04 13:27:34
31210	1	61		1	30	2014-04-04 13:28:29
31211	1	57		1	30	2014-04-04 16:02:21
31212	1	59		1	30	2014-04-04 16:36:12
31213	1	71		1	30	2014-04-04 17:01:23
31214	1	48		1	30	2014-04-04 17:07:25
31215	1	69		1	30	2014-04-04 17:08:46
31216	1	48		1	30	2014-04-04 17:10:52
31217	1	7		1	30	2014-04-04 17:34:07
31218	1	5		1	30	2014-04-04 17:34:12
31219	1	2		1	30	2014-04-04 17:34:15
31220	1	23		1	30	2014-04-04 17:34:19
31221	1	64		1	30	2014-04-04 17:34:24
31222	1	70		1	30	2014-04-04 17:34:27
31223	1	72		1	30	2014-04-04 17:34:29
31224	1	60		1	30	2014-04-04 17:34:31
31225	1	12		1	30	2014-04-04 17:34:33
31226	1	14		1	30	2014-04-04 17:34:36
31227	1	33		1	30	2014-04-04 17:34:37
31228	1	37		1	30	2014-04-04 17:34:42
31229	1	53		1	30	2014-04-04 17:34:52
31230	1	24		1	30	2014-04-04 17:34:57
31231	1	41		1	30	2014-04-04 17:36:07
31232	1	6		1	30	2014-04-04 17:36:51
